id,inputSetence1,inputSetence2,inputSetence3,inputSetence4,randomFifthSentence1,randomFifthSentence2,answerRightEnd
108,"POLICE OFFICERS
I'm dreaming of a white, right Christmas",(POLICE OFFICERS exit),"MIMI & JUNKIES
Follow the man follow the man
With his pockets full of the jam
Follow the man follow the man
Help me out, daddy 
If you can
Got any D man?","THE MAN
I'm cool","BENNY
Which investor is coming??","MIMI & JUNKIES
Got any C man?",2
109,"THE MAN
I'm cool","MIMI & JUNKIES
Got any X?
Any smack?
Any horse?
Any jugie boogie boy?
Any blow?",(ROGER pulls MIMI aside),"ROGER
Hey","MIMI
Hey","COMPANY
Five hundred twenty-five thousand six hundred minutes
Five hundred twenty-five thousand six hundred moments so dear
Five hundred twenty-five thousand six hundred minutes
How do you measure - measure a year?
In daylights - In sunsets
In midnights - In cups of coffee
In inches - In miles
In laughter - In strife
In Five hundred twenty-five thousand six hundred minutes
How do you measure a year in the life?
How about love?
How about love?
How about love?
Measure in love
Seasons of love
Seasons of love",1
110,"ROGER
I just want to say
I'm sorry for the way","MIMI
Forget it","ROGER
I blew up
Can I make it up to you?","MIMI
How?","ROGER
Bolted plywood, padlocked with a chain
A total dead end","ROGER
Dinner party?",2
111,"MIMI
That'll do","THE MAN
Hey lover boy cutie pie
You steal my client you die","ROGER
You didn't miss me- you won't miss her
You'll never lack for customers","JUNKIES
I'm willin'
I'm illin'
I gotta get my sickness off
Gotta run, gotta ride
Gotta gun, gotta hide - gotta go",(The PRINCIPALS emerge from the church),"THE MAN
And it's beginning to snow",2
112,"BENNY
(entering, talking on his cellular phone)
Wish me luck, Alison
The protest is on","COAT VENDOR
L.L Bean
Geoffrey Beene
Burburry zip out
Lining","JUNKIES
Got any C man?
Got any D man?
Got any B man?
Got any crack?
Got any X?","SQUEEGEEMAN
Honest living-","BENNY
I'd honestly rather be with you tonight than in Westport ","ROGER
Mark, this is Mimi ",2
113,"MARK/MIMI
Hi","ROGER
She'll be dining (with us)","COAT VENDOR
Here's a new arrival","THE MAN
That is an ounce","ALL
No day but today","VENDORS
Hats, dats, bats",2
114,"COLLINS
That's my coat!","COAT VENDOR
We give discounts","MARK
I think we've met","ANGEL
Let's get a better one","COLLINS
It's a sham","MARK
Back at N.Y.U.?",1
115,"MIMI
That's what he said","THE MAN
I said it's a gram!","COLLINS
But she's a thief!","ANGEL
But she brought us together","BENNY
Which investor is coming??","ROGER
Happy Spring",1
116,"COLLINS
I'll take the leather","BENNY
Your father? Damn!",(The following is sung simultaneously),"HOMELESS & VENDORS
Christmas bells are swinging
Christmas bells are ringing
Christmas bells are singing
In my dreams - next year
Once you donate you can go
Celebrate in Tuckahoe
You'll feel cheery
I'll feel cheery
Tho' I don't really know that theory
No bathrobe
No steuben glass
No cappucino makers
No pearls, no diamonds
No 'Chestnuts roasting on an open fire'
Chestnuts roasting on an open fire
No room at the Holiday Inn, oh no-","ALL
America","POLICE OFFICERS
I'm dreaming of a white Christmas
Just like the ones I used to know
Jingle bells prison cells
Fa la la la fa la la la
You have the right to remain
Silent night holy night
Fall on your knees oh night divine
You'll do some time
Fa la la la la
Fa la la la la",2
117,"JUNKIES
Got any C man?
Got any D man?
Got any B man?
Got any X? Crack?
I'm willin' I'm illin'
Gotta get my sickness off
C-D help me
Follow the man follow the man
Follow the man
Jugie boogie jugie boogie
Follow the man follow the man
Any crack any X any jugie boogie boy
Any blow any X any jugie boogie boy
Got any D man, got any C man
Got any crack any X- any jugie boogie?","COAT VENDOR
Twenty-five","ANGEL
Fifteen","COAT VENDOR
Twenty-five","BENNY
Clearing the lot was a safety concern
We break ground this month
But you can return","ANGEL
Fifteen",2
118,"COAT VENDOR
No way
Twenty-four","ANGEL
Fifteen","COAT VENDOR
Twenty-four","ANGEL
Fifteen","COAT VENDOR
Not today
Twenty-three","MIMI
That's not how you put it at all yesterday",1
119,"ANGEL
Fifteen","COAT VENDOR
Twenty-three","ANGEL
Fifteen
It's old","COAT VENDOR
Twenty-two","MARK
First I've got a protest to save","ANGEL
Fifteen",2
120,"COAT VENDOR
Twenty-one","ANGEL
Fifteen","COAT VENDOR
Seventeen","ANGEL
Fifteen","COAT VENDOR
Fifteen","ALEXI DARLING (on the chair)
Mark Cohen
Alexi Darling from Buzzline",1
121,"ANGEL & COAT VENDOR
Sold!","MARK & ROGER
Let's
Go
To
The lot Maureen's performing","MIMI
Who's Maureen?","ROGER
His ex","MARK
But I am over her",(JOANNE notices MARK approaching),1
122,"ROGER
Let's not hold hands yet","MIMI
Is that a warning?","ALL THREE
He/You/I
Just
Need(s)
To take it slow
I should tell you I should tell you
I should tell you I should tell you
I should tell you I","ALL
And it's beginning to
And it's beginning to
And it's beginning to","COLLINS
Angel Dumott Schunard will now model the latest fall fashions from Paris 
While accompanying herself on the 10 gallon plastic pickle tub","(Lights blackout and a blinding headlight comes through the door. As it
reaches downstage, the lights come up and reveal MAUREEN)",2
123,"MAUREEN
Joanne, which way to the stage?","ALL
Snow",(Blackout),OVER THE MOON (The Lot) ,"MARK
Maureen's performance","MARK
Look - it's Santa Claus",1
124,"MAUREEN (in front of a microphone)
Last night I had a dream. I found myself in a desert called Cyberland 
It was hot. My canteen had sprung a leak and I was thirsty 
Out of the abyss walked a cow Elsie 
I asked if she had anything to drink 
She said, ""I'm forbidden to produce milk 
In Cyberland, we only drink Diet Coke 
She said, ""Only thing to do is jump over the moon"" 
""They've closed everything real down ... like barns, troughs, performance
spaces 
And replaced it all with lies and rules and virtual life
But there is a way out","BACKUPS
Leap of faith, leap of faith
Leap of faith, leap of faith","MAUREEN
""Only thing to do is jump over the moon""
I gotta get out of here! It's like I'm being tied
to the hood of a yellow rental truck, being packed
in with fertilizer and fuel oil, pushed over a cliff
by a suicidal Mickey Mouse! I've gotta find a way
""To jump over the moon
Only thing to do is jump over the moon""","BACKUPS
Leap of faith, etc","ROGER
I guess","MAUREEN
Then a little bulldog entered. His name (we have learned) was Benny 
And although he once had principles, 
He abandoned them to live as a lap dog to a wealthy daughter of the
revolution
""That's bull,"" he said 
""Ever since the cat took up the fiddle, that cow's been jumpy 
And the dish and the spoon were evicted from the table and eloped ... 
She's had trouble with that milk and the moon ever since 
Maybe it's a female thing 
'Cause who'd want to leave Cyberland anyway?... 
Walls ain't so bad 
The dish and the spoon for instance 
They were down on their luck - knocked on my doghouse door
I said, ""Not in my backyard, utensils! Go back to China!"" 
""The only way out is up,"" Elsie whispered to me 
""A leap of faith. Still thirsty?"" she asked
Parched. ""Have some milk"" 
I lowered myself beneath her and held my mouth to her swollen udder 
And sucked the sweetest milk I'd ever tasted",2
125,"(MAUREEN makes a slurping, sucking sound)","""Climb on board,"" she said 
And as a harvest moon rose over Cyberland, 
We reared back and sprang into a gallop 
Leaping out of orbit
I awoke singing","BACKUPS
Leap of faith, etc","MAUREEN 
Only thing to do
Only thing to do is jump
Only thing to do is jump over the moon
Only thing to do is jump over the moon
Over the moon over the
Moooooooo
Moooooooo
Moooooooo
Moooooooo
Moo with me","(MAUREEN encourages the audience to moo with her. She says,
""C'mon, sir, moo with me,"" etc. The audience responds. When the
""moos"" reach a crescendo, she cuts them off with a big sweep of her
arms)","MAUREEN
Mark! Roger! Anyone - help!",1
126,Thank you,(Blackout),LA VIE BOHEME (Life Cafe) ,"(Downstage right, the PRINCIPALS have lined up and are waiting to be
seated. A large table is situated down center. Down and to the right,
BENNY and MR. GREY are seated at a smaller table. The RESTAURANT
MAN tries to shoo our friends out)","MARK (imagining)
Hi. Mark Cohen here, reporting for Buzzline. Back to you, Alexi! Coming up
next, vampire welfare queens who are compulsive bowlers... Oh my God,
what am I doing? ","RESTAURANT MAN
No please no
Not tonight please no
Mister can't you go 
Not tonight can't have a scene",2
127,"ROGER
What?","RESTAURANT MAN
Go, please go;
You - Hello, sir 
I said, ""No""
Important customer","MARK
What am I just a blur?","RESTAURANT MAN
You sit all night you never buy","BENNY
I would like to propose a toast
To Maureen's noble try
It went well","MARK
That's a lie that's a lie
I had a tea the other day",2
128,"RESTAURANT MAN
You couldn't pay","MARK
Oh yeah","COLLINS
Benjamin Coffin III - here?","RESTAURANT MAN
Oh no","ALL
Wine and beer!",(with HOMELESS PEOPLE in the shadows),1
129,"MAUREEN
The enemy of Avenue A
We'll stay",(They sit),"RESTAURANT MAN
Oy vey!","COLLINS
What brings the mogul in his own mind to the Life Cafe?","MARK
Maureen?","BENNY
I would like to propose a toast
To Maureen's noble try
It went well",2
130,"MAUREEN
Go to hell","BENNY
Was the yuppie scum stomped
Not counting the homeless
How many tickets weren't comped","ROGER
Why did Muffy-","BENNY
Alison","ROGER
Miss the show?","FIVE HOMELESS PEOPLE
Christmas bells are ringing
Christmas bells are ringing
Christmas bells are singing
On TV - at Saks",1
131,"BENNY
There was a death in the family
If you must know","ANGEL
Who died?","BENNY
Our Akita","BENNY, MARK, ANGEL, COLLINS
Evita","BENNY
Joy to the world 
Hey, you bum yeah, you, move over
Get your ass off that range rover","BENNY
Mimi I'm surprised
A bright and charming girl like you
Hangs out with these slackers
(Who don't adhere to deals)
They make fun yet I'm the one
Attempting to do some good
Or do you really want a neighborhood
Where people piss on your stoop every night?
Bohemia, Bohemia's
A fallacy in your head
This is Calcutta
Bohemia is dead",2
132,"(The BOHEMIANS immediately begin to enact a mock funeral, with
MARK delivering the ""eulogy"")","MARK
Dearly beloved we gather here to say our goodbyes","COLLINS & ROGER
Dies irae dies illa
Kyrie eleison
Yitgadal v' yitkadash, etc.","MARK
Here she lies
No one knew her worth
The late great daughter of mother earth
On this night when we celebrate the birth
In that little town of Bethlehem
We raise our glass- you bet your ass to-","MARK
I know a place a clinic",(MAUREEN flashes hers),2
133,La vie Boheme,"ALL
La vie Boheme
La vie Boheme
La vie Boheme
La vie Boheme","MARK
To days of inspiration
Playing hookie, making something out of nothing
The need to express 
To communicate,
To going against the grain, 
Going insane
Going mad
To loving tension, no pension
To more than one dimension,
To starving for attention,
Hating convention, hating pretension
Not to mention of course,
Hating dear old mom and dad
To riding your bike,
Midday past the three- piece suits
To fruits to no absolutes 
To Absolute- to choice 
To the Village Voice 
To any passing fad
To being an us-for once-, instead of a them - ","ALL
La vie Boheme
La vie Boheme","COLLINS
No you'll be my queen
And I'll be your moat",(JOANNE enters),2
134,"MAUREEN
Is the equipment in a pyramid?","JOANNE
It is, Maureen","MAUREEN
The mixer doesn't have a case
Don't give me that face",(MAUREEN smacks JOANNE's ass as she exits. MR. GREY reacts),"MR. GREY
Ahhemm",SEASONS OF LOVE ,1
135,"MAUREEN
Hey Mister- she's my sister","RESTAURANT MAN
So that's five miso soup, four seaweed salad
Three soy burger dinner, two tofu dog platter
And one pasta with meatless balls","A BOY
Ugh","COLLINS
It tastes the same","MIMI
If you close your eyes","COLLINS
I'll take the leather",1
136,"RESTAURANT MAN
And thirteen orders of fries
Is that it here?","ALL
Wine and beer!","MIMI & ANGEL
To hand-crafted beers made in local breweries
To yoga, to yogurt, to rice and beans and cheese
To leather, to dildos, to curry vindaloo
To huevos rancheros and Maya Angelou","MAUREEN & COLLINS
Emotion, devotion, to causing a commotion
Creation, vacation","MARK
Mucho masturbation","ROGER
Oh no",1
137,"MAUREEN & COLLINS
Compassion, to fashion, to passion when it's new","COLLINS
To Sontag","ANGEL
To Sondheim","FOUR PEOPLE
To anything taboo","COLLINS & ROGER
Ginsberg, Dylan, Cunningham and Cage","MARK
Ironic close up: tight
On the phone machine's red light
Once the Boho boys are gone
The power mysteriously comes on",1
138,"COLLINS
Lenny Bruce","ROGER
Langston Hughes","MAUREEN
To the stage","PERSON #1
To Uta","MIMI'S VOICE
Safe","PERSON #2
To Buddha",2
139,"PERSON #3
Pablo Neruda, too","MARK & MIMI
Why Dorothy and Toto went over the rainbow
To blow off Auntie Em","ALL
La vie Boheme",(JOANNE returns),"MAUREEN
And wipe the speakers off before you pack","JOANNE
I hired an engineer ",1
